title,position,requirements
Бизнес-аналитик / Специалист по бизнес-процессам,junior,"Miro, BPMN, Описание бизнес-процессов, Моделирование бизнес-процессов, Оптимизация бизнес-процессов, Бизнес-анализ, AS IS/TO BE mapping, Анализ бизнес-процессов, MS Visio"
Менеджер-аналитик баз данных,junior,"1С-Битрикс, Медиалог, FastReport, UML, BPMN, Аналитическое мышление, Оптимизация бизнес-процессов, Power Query, SQL, Анализ данных, Работа с базами данных, Python, Системный анализ, MS Excel"
Ведущий BI-аналитик,senior,"Аналитика, Аналитическое мышление, Power BI, Математическая статистика, Математический анализ, Аналитические исследования, SQL, Бизнес-анализ, Анализ данных, Работа с базами данных, Python, MS SQL"
Аналитик данных SQL,middle,"Clickhouse, MS SQL"
Аналитик по качеству данных,junior,"Аналитическое мышление, Python, SQL, Анализ данных"
Аналитик данных Middle/Middle+ (power bi),junior,"Аналитическое мышление, Power BI, SQL, Анализ данных"
Аналитик данных МКК,junior,"Формирование аналитической отчетности, Визуализация данных, Аналитическое мышление, Power BI, SQL, Анализ данных"
Аналитик данных Middle/Middle+ (power bi),junior,"Аналитическое мышление, Power BI, SQL, Анализ данных"
BI-аналитик/Аналитик данных (финтех),senior,"Postgres, SQL, Tableau, MS SQL"
Ведущий аналитик 1С ERP финансового блока в команду миграции данных,senior,"1C: ERP, Миграция данных"
Data Analyst (Finance),junior,"Финансовый анализ, SQL, BI, Python, MS Excel"
Data Scientist / ML-инженер,middle,"Numpy, Deep Learning, CV, Машинное обучение, ML, Hadoop, NLP, pandas, CatBoost, Python, Spark, sklearn"
BI-аналитик (Stimulsoft),junior,"SQL, PostgreSQL, stimulsoft, Бизнес-анализ, Анализ данных, Работа с базами данных"
BI-аналитик/Аналитик данных,junior,"Аналитика, PowerBI, Аналитическое мышление, Power BI, Работа с большим объемом информации, Бизнес-анализ, Анализ данных, Работа с базами данных, Сбор и анализ информации, Системный анализ"
Data Scientist (валидация моделей),junior,"Аналитические исследования, SQL, Machine Learning, Математическое моделирование, Python"
"Data Scientist, Группа анализа и валидации экспериментов",middle,"IT, Математическая статистика, Clickhouse, Hadoop, Apache Airflow, Python, Торговая площадка, Vertica"
Стажер / ассистент бизнес-аналитика (реинжиниринг бизнес-процессов),junior,"ArchiMate, SQL, BPMN"
Аналитик базы данных,junior,"Аналитическое мышление, SQL, Анализ данных"
Data Scientist,middle,"Big Data, UML, Исследовательский анализ данных, MS PowerPoint, Power BI, MS SQL Server, Python, MS SQL"
Аналитик данных / Analitik,junior,"Визуализация данных, Аналитическое мышление, Power BI, Предобработка данных, Основы баз данных, Работа с большим объемом информации, Анализ данных"
Аналитик (аналитик бизнес-процессов),junior,"Аналитика, Моделирование бизнес процессов, BPMN, Аналитическое мышление, Описание бизнес-процессов, Оптимизация бизнес-процессов, Разработка регламентов"
Senior Data Analyst,senior,"Data Analysis, Google Cloud, SQL, microservices, Python, Restful API, Flask"
Data Engineer / Аналитик-разработчик,junior,"Superset, Python, SQL, DBT"
Data Security Analyst,middle,"Splunk, Microsoft Sentinel, Databricks, GDPR, AWS, SOC 2, SIEM platforms"
Data Security Analyst,middle,"Splunk, Microsoft Sentinel, Databricks, GDPR, AWS, SOC 2, SIEM platforms"
Data Security Analyst,middle,"Splunk, Microsoft Sentinel, Databricks, GDPR, AWS, SOC 2, SIEM platforms"
Data Security Analyst,middle,"Splunk, Microsoft Sentinel, Databricks, GDPR, AWS, SOC 2, SIEM platforms"
Data Security Analyst,middle,"Splunk, Microsoft Sentinel, Databricks, GDPR, AWS, SOC 2, SIEM platforms"
Data Security Analyst,middle,"Splunk, Microsoft Sentinel, Databricks, GDPR, AWS, SOC 2, SIEM platforms"
Data Security Analyst,middle,"Splunk, Microsoft Sentinel, Databricks, GDPR, AWS, SOC 2, SIEM platforms"
Data Security Analyst,middle,"Splunk, Microsoft Sentinel, Databricks, GDPR, AWS, SOC 2, SIEM platforms"
Team Lead Data Analyst (CVM),senior,"SQL Server Profiler, Математическая статистика, SQL, CVM, Python"
"Старший аналитик данных, Маркетплейс, Отдел продуктовой аналитики",senior,"Аналитическое мышление, IT, SQL, Анализ данных, Python, Торговая площадка"
"Старший Data Scientist, Логистика, Маршрутизатор",senior,"Разработка Логистики, IT, ИТ, Логистика"
"Старший Data Scientist, Логистика, Маршрутизатор",senior,"Разработка Логистики, IT, ИТ, Логистика"
Аналитик данных,junior,"Аналитика, Базы данных, Power BI, SQL, Деловая коммуникация, Извлечение данных"
Начинающий аналитик-разработчик (финансовая отчётность BI/Python/VBA),junior,"Аналитика, Прогнозирование, Базы данных, Математическая статистика, Теория вероятностей, Работа с большим объемом информации, Статистический анализ, Работа с базами данных, Сбор и анализ информации, Python"
Data аналитик/Аналитик DWH,middle,"SQL, Разработка технических заданий, DWH, ETL"
Data Analyst,middle,"Аналитическое мышление, Python, SQL"
Аналитик данных службы портфельного анализа и данных МБ,junior,"Python, SQL"
Аналитик данных,junior,"Power BI, MS SQL"
Аналитик данных,intern,"Экономический анализ, Аналитическое мышление, Работа с большим объемом информации, Уверенный пользователь MS Office, Сбор и анализ информации, Анализ финансовых показателей"
Аналитик данных,middle,"Python, SQL"
Эксперт Аналитика и отчетность розничного бизнеса (BI-отчетность),middle,"Проектирование витрин данных, Power BI, SQL, Tableau, Финансовая отчетность"
"Product Analyst (Power BI, Mobile App, SQL)",junior,"Power BI, SQL, Google Analytics, Android"
Аналитик базы данных недвижимости,intern,"Анализ данных, Базы данных, MS PowerPoint, Аналитическое мышление, Ответственность, Ориентация на результат, исходящие звонки, Деловая коммуникация, Клиентоориентированность, Работа с базами данных, Подготовка презентаций, MS Office, MS Excel"
Data Specialist (Analyst),junior,MS Excel
Главный специалист управления офис данных (BI Developer/Data Analyst),senior,"Подготовка отчетов, Power BI, Tableau, Анализ данных"
Главный специалист управления офис данных (Data Scientist) (для кандидатов с группой инвалидности),senior,"Подготовка отчетов, Power BI, Tableau, Анализ данных"
Data Analyst,middle,"Big Data, CAC, DataLens, DWH, ETL, LTV, ROI, SQL, Apache Airflow, Python, Spark"
Аналитик данных Вовлечение земельных участков Земельные отношения,junior,"QGIS, ГИС, пространственный анализ данных, анализ земельных участков, GIS, 2ГИС"
Data Scientist (Ranking&Search),middle,"Big Data, Hadoop, XGBoost, Machine Learning, PySpark, CatBoost, Python"
Аналитик бизнес процессов,junior,"ARIS, Waterfall, Scrum, BPMN, Управление бизнес процессами, SQL, Agile, Business Studio, MS Excel"
Data Scientist (руководитель направления),junior,"Python, SQL"
Аналитик бизнес-процессов,middle,"Моделирование бизнес-процессов, Оптимизация бизнес-процессов, Реинжиниринг бизнес-процессов, Автоматизация бизнес-процессов, Организация работы сотрудников, Анализ бизнес-процессов, Системный анализ, AS IS/TO BE mapping"
Senior Data Analyst [Governance],senior,"медицинскую страховку с 1 месяца со 100% покрытием расходов, включая стоматологию, страхование жизни и здоровья в поездках за рубеж. А еще можно застраховать родственников с корпоративной скидкой; корпоративный и командный психолог в офисе и массажный кабинет; единую подписку МТС Premium — KION light в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium; скидки и предложения от партнеров на фитнес, занятия английским и прочее., опыт в продуктовой аналитике от 3 лет, желательно в e-commerce, поиске или финтехе; уверенное владение SQL, Python, BI-инструментами (Tableau, Datalens); понимание продуктовой и бизнес-методологии: метрики, юнит-экономика, A/B тесты; опыт в построении аналитических моделей, автоматизации и ML-исследованиях; навыки управления командой, опыт внедрения процессов (review, спринты, вики); знание современных подходов к оценке экспериментов (неявный контроль, causal impact и др.)., А еще:, собственную платформу MTS Ocean для получения ИТ-ресурсов, а это значит, что деплой, мониторинг, observability - не будут для вас проблемой, вы сможете сосредоточиться на фичах; профессиональные гильдии инженеров по направлениям, чтобы поддерживать друг друга и обмениваться опытом; участие во внешних IT конференциях. Мы выступаем на HighLoad++, DataFest, Mobius, Test Driven Conf, Joker, DevOps, Матемаркетинг и даже проводим собственную конференцию по архитектуре True Tech Arch; полезные курсы и вебинары в корпоративном университете и электронные библиотеки., Что мы предлагаем:"
Аналитик данных (data-analyst + BI-analyst) в службу бизнес аналитики и планирования,junior,SQL
Аналитик данных (НСИ),junior,"Аналитическое мышление, Сводные таблицы Excel, Макросы, Работа с большим объемом информации, Работа с базами данных, НСИ"
Data Scientist,junior,"Самостоятельность, Визуализация данных, Аналитическое мышление, Машинное обучение, Клиентоориентированность, NLP, Feature Engineering, Коммуникативные навыки, pandas, Статистический анализ, A/B тестирование, Классификация, Python, Кластеризация"
Data Scientist,middle,"MS PowerPoint, Power BI, Основы баз данных, Анализ данных, MS Excel"
Аналитик данных,junior,"SQL-запросы, BI-системы, Amplitude, Статистический анализ, Superset, A/B тесты, Python"
ML-инженер (Фото/Видео обработка) Data Scientist,junior,"Big Data, Data Analysis, MLflow, Docker-compose, Python"
Intern Data Analyst / Стажер Аналитик данных,intern,"DataLens, Python, SQL, Clickhouse"
Аналитик данных,junior,"Исследовательский анализ данных, Маркетинговые метрики, Математическая статистика, SQL, Анализ данных, A/B тесты, Python"
BI Аналитик,middle,"DWH, ORACLE, Power BI, Apache Airflow, SQL"
Marketing Data Analyst,middle,"Data Analysis, LTV, Веб-аналитика, Marketing Analysis, SQL, ROMI, WEB аналитика, Python, CAC, MS Excel"
Junior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Python, SQL, Английский язык"
Junior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Python, SQL, Английский язык"
Junior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Python, SQL, Английский язык"
Junior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Python, SQL, Английский язык"
Junior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Python, SQL, Английский язык"
Junior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Python, SQL, Английский язык"
Middle/Senior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Сертификаты в областях ML, data science или облачных платформ (например, AWS Certified Machine Learning Specialty, Google Cloud ML Engineer или Microsoft Certified: Azure Data Scientist Associate)., Обучение и развитие:, Уверенное владение Python. 2+ год профессионального и коммерческого опыта в разработке и применении практик Data Science, NLP и Computer Vision (всех или некоторых) для решения бизнес-задач; знакомство с современными (SOTA) моделями и передовыми подходами в области. Глубокие знания ML/AI-фреймворков (TensorFlow, PyTorch, Scikit-learn), алгоритмов (supervised, unsupervised, reinforcement learning) и техник (feature engineering, оптимизация моделей, подбор гиперпараметров). Опыт разработки решений на базе крупных языковых моделей (LLM), Retrieval-Augmented Generation (RAG), построения интеллектуальных агентов, применения методик MCP и других современных AI-подходов. Понимание работы с big-data-платформами (Spark, Hadoop) и облачными сервисами (AWS, Azure, Google Cloud) для масштабируемого деплоя. Базовые навыки DevOps, включая работу с CI/CD, основы Linux и Docker. Опыт построения MLOps-процессов: автоматизация жизненного цикла ML-моделей (обучение, деплой, мониторинг), управление версиями данных и моделей (MLflow, DVC), настройка пайплайнов (Kubeflow, Airflow), A/B-тестирование. Опыт использования Git для управления версиями кода и коллаборации. Степень бакалавра или магистра в областях компьютерных наук, data science, математики, статистики или смежных дисциплин. Навыки командной работы с продукт-менеджерами, аналитиками данных и бизнес-лидерами. Владение английским и/или немецким (и другими) языками на уровне не ниже B2., Формат работы в офисе; Просторные и комфортные рабочие места; Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card; Уютные кухни, игровые комнаты, коворкинги, лаунж-зоны., Ну что, ты с нами? Ждем тебя в нашей дружной команде!, Дополнительные бонусы:, SQL, Английский язык, Создание рабочего места планируется в перспективе, Большой пул разноплановых проектов в таких сферах, как FinTech, Medicine, Entertainment, eCommerce, Gaming, Artificial Intelligence и пр.; Минимум легаси; короткий бенч; Широкий стек технологий, возможность перехода между ними; Индивидуальные карты роста и регулярный пересмотр условий (роли на проекте, уровня ЗП); Бесплатное изучение английского языка в офисе и онлайн., Добровольное медицинское страхование; Cкидки у компаний-партнеров (от пиццерий и книжных до магазинов бытовой техники)., Знание современных AI инструментов и опыт их использования в работе, Python, Мы предлагаем:, Рабочая среда:"
Middle/Senior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Сертификаты в областях ML, data science или облачных платформ (например, AWS Certified Machine Learning Specialty, Google Cloud ML Engineer или Microsoft Certified: Azure Data Scientist Associate)., Обучение и развитие:, Уверенное владение Python. 2+ год профессионального и коммерческого опыта в разработке и применении практик Data Science, NLP и Computer Vision (всех или некоторых) для решения бизнес-задач; знакомство с современными (SOTA) моделями и передовыми подходами в области. Глубокие знания ML/AI-фреймворков (TensorFlow, PyTorch, Scikit-learn), алгоритмов (supervised, unsupervised, reinforcement learning) и техник (feature engineering, оптимизация моделей, подбор гиперпараметров). Опыт разработки решений на базе крупных языковых моделей (LLM), Retrieval-Augmented Generation (RAG), построения интеллектуальных агентов, применения методик MCP и других современных AI-подходов. Понимание работы с big-data-платформами (Spark, Hadoop) и облачными сервисами (AWS, Azure, Google Cloud) для масштабируемого деплоя. Базовые навыки DevOps, включая работу с CI/CD, основы Linux и Docker. Опыт построения MLOps-процессов: автоматизация жизненного цикла ML-моделей (обучение, деплой, мониторинг), управление версиями данных и моделей (MLflow, DVC), настройка пайплайнов (Kubeflow, Airflow), A/B-тестирование. Опыт использования Git для управления версиями кода и коллаборации. Степень бакалавра или магистра в областях компьютерных наук, data science, математики, статистики или смежных дисциплин. Навыки командной работы с продукт-менеджерами, аналитиками данных и бизнес-лидерами. Владение английским и/или немецким (и другими) языками на уровне не ниже B2., Формат работы в офисе; Просторные и комфортные рабочие места; Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card; Уютные кухни, игровые комнаты, коворкинги, лаунж-зоны., Ну что, ты с нами? Ждем тебя в нашей дружной команде!, Дополнительные бонусы:, SQL, Английский язык, Создание рабочего места планируется в перспективе, Большой пул разноплановых проектов в таких сферах, как FinTech, Medicine, Entertainment, eCommerce, Gaming, Artificial Intelligence и пр.; Минимум легаси; короткий бенч; Широкий стек технологий, возможность перехода между ними; Индивидуальные карты роста и регулярный пересмотр условий (роли на проекте, уровня ЗП); Бесплатное изучение английского языка в офисе и онлайн., Добровольное медицинское страхование; Cкидки у компаний-партнеров (от пиццерий и книжных до магазинов бытовой техники)., Знание современных AI инструментов и опыт их использования в работе, Python, Мы предлагаем:, Рабочая среда:"
Middle/Senior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Сертификаты в областях ML, data science или облачных платформ (например, AWS Certified Machine Learning Specialty, Google Cloud ML Engineer или Microsoft Certified: Azure Data Scientist Associate)., Обучение и развитие:, Уверенное владение Python. 2+ год профессионального и коммерческого опыта в разработке и применении практик Data Science, NLP и Computer Vision (всех или некоторых) для решения бизнес-задач; знакомство с современными (SOTA) моделями и передовыми подходами в области. Глубокие знания ML/AI-фреймворков (TensorFlow, PyTorch, Scikit-learn), алгоритмов (supervised, unsupervised, reinforcement learning) и техник (feature engineering, оптимизация моделей, подбор гиперпараметров). Опыт разработки решений на базе крупных языковых моделей (LLM), Retrieval-Augmented Generation (RAG), построения интеллектуальных агентов, применения методик MCP и других современных AI-подходов. Понимание работы с big-data-платформами (Spark, Hadoop) и облачными сервисами (AWS, Azure, Google Cloud) для масштабируемого деплоя. Базовые навыки DevOps, включая работу с CI/CD, основы Linux и Docker. Опыт построения MLOps-процессов: автоматизация жизненного цикла ML-моделей (обучение, деплой, мониторинг), управление версиями данных и моделей (MLflow, DVC), настройка пайплайнов (Kubeflow, Airflow), A/B-тестирование. Опыт использования Git для управления версиями кода и коллаборации. Степень бакалавра или магистра в областях компьютерных наук, data science, математики, статистики или смежных дисциплин. Навыки командной работы с продукт-менеджерами, аналитиками данных и бизнес-лидерами. Владение английским и/или немецким (и другими) языками на уровне не ниже B2., Формат работы в офисе; Просторные и комфортные рабочие места; Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card; Уютные кухни, игровые комнаты, коворкинги, лаунж-зоны., Ну что, ты с нами? Ждем тебя в нашей дружной команде!, Дополнительные бонусы:, SQL, Английский язык, Создание рабочего места планируется в перспективе, Большой пул разноплановых проектов в таких сферах, как FinTech, Medicine, Entertainment, eCommerce, Gaming, Artificial Intelligence и пр.; Минимум легаси; короткий бенч; Широкий стек технологий, возможность перехода между ними; Индивидуальные карты роста и регулярный пересмотр условий (роли на проекте, уровня ЗП); Бесплатное изучение английского языка в офисе и онлайн., Добровольное медицинское страхование; Cкидки у компаний-партнеров (от пиццерий и книжных до магазинов бытовой техники)., Знание современных AI инструментов и опыт их использования в работе, Python, Мы предлагаем:, Рабочая среда:"
Middle/Senior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Сертификаты в областях ML, data science или облачных платформ (например, AWS Certified Machine Learning Specialty, Google Cloud ML Engineer или Microsoft Certified: Azure Data Scientist Associate)., Обучение и развитие:, Уверенное владение Python. 2+ год профессионального и коммерческого опыта в разработке и применении практик Data Science, NLP и Computer Vision (всех или некоторых) для решения бизнес-задач; знакомство с современными (SOTA) моделями и передовыми подходами в области. Глубокие знания ML/AI-фреймворков (TensorFlow, PyTorch, Scikit-learn), алгоритмов (supervised, unsupervised, reinforcement learning) и техник (feature engineering, оптимизация моделей, подбор гиперпараметров). Опыт разработки решений на базе крупных языковых моделей (LLM), Retrieval-Augmented Generation (RAG), построения интеллектуальных агентов, применения методик MCP и других современных AI-подходов. Понимание работы с big-data-платформами (Spark, Hadoop) и облачными сервисами (AWS, Azure, Google Cloud) для масштабируемого деплоя. Базовые навыки DevOps, включая работу с CI/CD, основы Linux и Docker. Опыт построения MLOps-процессов: автоматизация жизненного цикла ML-моделей (обучение, деплой, мониторинг), управление версиями данных и моделей (MLflow, DVC), настройка пайплайнов (Kubeflow, Airflow), A/B-тестирование. Опыт использования Git для управления версиями кода и коллаборации. Степень бакалавра или магистра в областях компьютерных наук, data science, математики, статистики или смежных дисциплин. Навыки командной работы с продукт-менеджерами, аналитиками данных и бизнес-лидерами. Владение английским и/или немецким (и другими) языками на уровне не ниже B2., Формат работы в офисе; Просторные и комфортные рабочие места; Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card; Уютные кухни, игровые комнаты, коворкинги, лаунж-зоны., Ну что, ты с нами? Ждем тебя в нашей дружной команде!, Дополнительные бонусы:, SQL, Английский язык, Создание рабочего места планируется в перспективе, Большой пул разноплановых проектов в таких сферах, как FinTech, Medicine, Entertainment, eCommerce, Gaming, Artificial Intelligence и пр.; Минимум легаси; короткий бенч; Широкий стек технологий, возможность перехода между ними; Индивидуальные карты роста и регулярный пересмотр условий (роли на проекте, уровня ЗП); Бесплатное изучение английского языка в офисе и онлайн., Добровольное медицинское страхование; Cкидки у компаний-партнеров (от пиццерий и книжных до магазинов бытовой техники)., Знание современных AI инструментов и опыт их использования в работе, Python, Мы предлагаем:, Рабочая среда:"
Middle/Senior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Сертификаты в областях ML, data science или облачных платформ (например, AWS Certified Machine Learning Specialty, Google Cloud ML Engineer или Microsoft Certified: Azure Data Scientist Associate)., Обучение и развитие:, Уверенное владение Python. 2+ год профессионального и коммерческого опыта в разработке и применении практик Data Science, NLP и Computer Vision (всех или некоторых) для решения бизнес-задач; знакомство с современными (SOTA) моделями и передовыми подходами в области. Глубокие знания ML/AI-фреймворков (TensorFlow, PyTorch, Scikit-learn), алгоритмов (supervised, unsupervised, reinforcement learning) и техник (feature engineering, оптимизация моделей, подбор гиперпараметров). Опыт разработки решений на базе крупных языковых моделей (LLM), Retrieval-Augmented Generation (RAG), построения интеллектуальных агентов, применения методик MCP и других современных AI-подходов. Понимание работы с big-data-платформами (Spark, Hadoop) и облачными сервисами (AWS, Azure, Google Cloud) для масштабируемого деплоя. Базовые навыки DevOps, включая работу с CI/CD, основы Linux и Docker. Опыт построения MLOps-процессов: автоматизация жизненного цикла ML-моделей (обучение, деплой, мониторинг), управление версиями данных и моделей (MLflow, DVC), настройка пайплайнов (Kubeflow, Airflow), A/B-тестирование. Опыт использования Git для управления версиями кода и коллаборации. Степень бакалавра или магистра в областях компьютерных наук, data science, математики, статистики или смежных дисциплин. Навыки командной работы с продукт-менеджерами, аналитиками данных и бизнес-лидерами. Владение английским и/или немецким (и другими) языками на уровне не ниже B2., Формат работы в офисе; Просторные и комфортные рабочие места; Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card; Уютные кухни, игровые комнаты, коворкинги, лаунж-зоны., Ну что, ты с нами? Ждем тебя в нашей дружной команде!, Дополнительные бонусы:, SQL, Английский язык, Создание рабочего места планируется в перспективе, Большой пул разноплановых проектов в таких сферах, как FinTech, Medicine, Entertainment, eCommerce, Gaming, Artificial Intelligence и пр.; Минимум легаси; короткий бенч; Широкий стек технологий, возможность перехода между ними; Индивидуальные карты роста и регулярный пересмотр условий (роли на проекте, уровня ЗП); Бесплатное изучение английского языка в офисе и онлайн., Добровольное медицинское страхование; Cкидки у компаний-партнеров (от пиццерий и книжных до магазинов бытовой техники)., Знание современных AI инструментов и опыт их использования в работе, Python, Мы предлагаем:, Рабочая среда:"
Middle/Senior Machine learning/Data scientist engineer (ML/DS engineer),junior,"Сертификаты в областях ML, data science или облачных платформ (например, AWS Certified Machine Learning Specialty, Google Cloud ML Engineer или Microsoft Certified: Azure Data Scientist Associate)., Azure, SQL, Мы предлагаем: Обучение и развитие: Большой пул разноплановых проектов в таких сферах, как FinTech, Medicine, Entertainment, eCommerce, Gaming, Artificial Intelligence и пр.; Минимум легаси; короткий бенч; Широкий стек технологий, возможность перехода между ними; Индивидуальные карты роста и регулярный пересмотр условий (роли на проекте, уровня ЗП); Бесплатное изучение английского языка в офисе и онлайн. Рабочая среда: Формат работы в офисе; Просторные и комфортные рабочие места; Подробный онбординг: знакомство с командой, процессами и правилами, экскурсия по офису, welcome card; Уютные кухни, игровые комнаты, коворкинги, лаунж-зоны. Дополнительные бонусы: Добровольное медицинское страхование; Cкидки у компаний-партнеров (от пиццерий и книжных до магазинов бытовой техники). Ну что, ты с нами? Ждем тебя в нашей дружной команде! Создание рабочего места планируется в перспективе, Знание современных AI инструментов и опыт их использования в работе, Python"
Data Scientist (LLM),middle,"LLM, NLP"
Аналитик данных на маркетплейсах,junior,"Маркетплейсы, Маркетинговые метрики, Исследовательский анализ данных, Формирование аналитической отчетности, Визуализация данных, Аналитическое мышление, Power BI, Извлечение данных, Работа с большим объемом информации, Бизнес-анализ, Анализ данных, Интерпретация данных, A/B тесты, Финансовые показатели"
Data Analyst (Senior),middle,"Организация работы сотрудников, ETL"
Junior аналитик данных / стажер (финтех),junior,SQL
Аналитик данных,middle,"Исследовательский анализ данных, Data Mining, Визуализация данных, Аналитическое мышление, Power BI, Qlik Sense, Извлечение данных, Основы баз данных, SQL, Работа с большим объемом информации, Интерпретация данных, Анализ данных"
Аналитик данных,junior,"Аналитическое мышление, Визуализация данных"
Senior Data Scientist в Департамент кредитных рисков,senior,"Скоринговая карта, SQL, LightGBM, Оценка рисков, Python, Scikit-learn"
BI Analyst (Tableau),junior,Tableau
Аналитик по технологиям беспроводной передачи данных,middle,"мобильная связь, Разработка технических заданий, Radio Access Network, Английский язык, Спецификация требований, open-source"
Senior Data Scientist/ML Engineer,senior,"MLflow, ML, AirFlow, MLOps, Hive, Forecasting, Spark"
Аналитик данных (блок рекрутмента),junior,"Визуализация данных, MS PowerPoint, HR-метрики, HR-аналитика, MS Excel"
DWH/Data Analyst,junior,"DWH, ETL, Power BI, SQL, ELT, BI, Python, Tableau"
Аналитик данных,junior,"Аналитика, Аналитическое мышление, Ответственность, Аналитические исследования, Анализ данных"
Аналитик бизнес-процессов,middle,"Автоматизация бизнес-процессов, Бизнес-анализ, BPMN"
Data Scientist в команду Интегрированного бизнес-планирования,middle,"Python, Big Data, Data Analysis"
ML Engineer / Data Scientist (Search & Recommendations),senior,"MongoDB, PyTorch, Clickhouse, Математическая статистика, Hugging Face, TensorFlow, State-of-the-Art in Machine Learning, Python, MySQL"
Аналитик данных в команду Интегрированного бизнес-планирования,middle,"Python, Big Data, Data Analysis"
Senior ML engineer / Data Scientist,senior,"Алгоритмы и структуры данных, GBDT, MLflow, PyTorch, XGBoost, Английский язык, Анализ данных, Monte Carlo, Machine learning"
BI-аналитик,middle,"DataLens, ETL, Power BI, SQL, Apache Airflow, Fine BI, Python, Tableau, MS Excel"
Data Scientist,middle,"MLflow, Apache Airflow, SQL, pandas, JupyterHub, Python"
"Middle Data Analyst в продукт платформа поиска и рекомендаций [Big Data, МТС Веб Сервисы]",middle,"Apache Kafka, Redis, Apache Airflow, PostgreSQL, Prometheus, Grafana, Python"
Аналитик BI,middle,"Apache Superset, SQL, BI"
Team Lead команды аналитики данных,senior,"SQL, Tableau, A/B тесты, Python, Управление командой"
Data Scientist,middle,"Olap (online analytical processing), Аналитическое мышление, SQL, Python, MS SQL, Реализованные кейсы в области языковых моделей Уверенные знания Python, основных библиотек для работы с данными Знание библиотек для обработки текста и работы с языковыми моделями (transformers, openai) Опыт работы с одним из фреймворков langchain, lamaindex Опыт работы с векторными БД."
"Старший Data Scientist, Формирование лент",senior,"Разработка поисковых технологий, IT"
Руководитель управления аналитики данных и автоматизации бизнес-процессов,senior,"Аналитическое мышление, Управление бизнес процессами, Оптимизация бизнес-процессов"
Middle Data Analyst,middle,"Amplitude, A/B тесты, Python, SQL"
Data Analyst / Аналитик данных (ментор),junior,"Data Analysis, Data Mining: Statistica, Визуализация данных, Power BI, Ответственность, Soft skills, Excel, SQL, Python, Tableau"
Senior Data Analyst,senior,"A/B тесты, Python, SQL"
